 secu_abbr chi_name listed_state secu_code secu_market listed_sector hs_code
606 "*ST 松江" 天津松江股份有限公司 上市 600225 上海证券交易所 主板 600225.SH
607 "ST 瀚 叶" 浙江瀚叶股份有限公司 上市 600226 上海证券交易所 主板 600226.SH
608 "圣 济 堂" 贵州圣济堂医药产业股份有限公司 上市 600227 上海证券交易所 主板 600227.SH
609 返利科技 返利网数字科技股份有限公司 上市 600228 上海证券交易所 主板 600228.SH
610 城市传媒 青岛城市传媒股份有限公司 上市 600229 上海证券交易所 主板 600229.SH
611 沧州大化 沧州大化股份有限公司 上市 600230 上海证券交易所 主板 600230.SH
612 凌钢股份 凌源钢铁股份有限公司 上市 600231 上海证券交易所 主板 600231.SH
613 金鹰股份 浙江金鹰股份有限公司 上市 600232 上海证券交易所 主板 600232.SH
614 圆通速递 圆通速递股份有限公司 上市 600233 上海证券交易所 主板 600233.SH
615 科新发展 山西科新发展股份有限公司 上市 600234 上海证券交易所 主板 600234.SH
616 民丰特纸 民丰特种纸股份有限公司 上市 600235 上海证券交易所 主板 600235.SH
617 桂冠电力 广西桂冠电力股份有限公司 上市 600236 上海证券交易所 主板 600236.SH
618 铜峰电子 安徽铜峰电子股份有限公司 上市 600237 上海证券交易所 主板 600237.SH
619 海南椰岛 海南椰岛(集团)股份有限公司 上市 600238 上海证券交易所 主板 600238.SH
620 "*ST 云城" 云南城投置业股份有限公司 上市 600239 上海证券交易所 主板 600239.SH
621 "ST 时 万" 辽宁时代万恒股份有限公司 上市 600241 上海证券交易所 主板 600241.SH
622 "ST 中 昌" 中昌大数据股份有限公司 上市 600242 上海证券交易所 主板 600242.SH
623 青海华鼎 青海华鼎实业股份有限公司 上市 600243 上海证券交易所 主板 600243.SH
624 万通发展 北京万通新发展集团股份有限公司 上市 600246 上海证券交易所 主板 600246.SH
625 陕西建工 陕西建工集团股份有限公司 上市 600248 上海证券交易所 主板 600248.SH
626 "两 面 针" 柳州两面针股份有限公司 上市 600249 上海证券交易所 主板 600249.SH
627 南纺股份 南京纺织品进出口股份有限公司 上市 600250 上海证券交易所 主板 600250.SH
628 冠农股份 新疆冠农果茸股份有限公司 上市 600251 上海证券交易所 主板 600251.SH
629 中恒集团 广西梧州中恒集团股份有限公司 上市 600252 上海证券交易所 主板 600252.SH
630 鑫科材料 安徽鑫科新材料股份有限公司 上市 600255 上海证券交易所 主板 600255.SH
631 广汇能源 广汇能源股份有限公司 上市 600256 上海证券交易所 主板 600256.SH
632 大湖股份 大湖水殖股份有限公司 上市 600257 上海证券交易所 主板 600257.SH
633 首旅酒店 北京首旅酒店(集团)股份有限公司 上市 600258 上海证券交易所 主板 600258.SH
634 广晟有色 广晟有色金属股份有限公司 上市 600259 上海证券交易所 主板 600259.SH
635 "ST 凯 乐" 湖北凯乐科技股份有限公司 上市 600260 上海证券交易所 主板 600260.SH
636 阳光照明 浙江阳光照明电器集团股份有限公司 上市 600261 上海证券交易所 主板 600261.SH
637 北方股份 内蒙古北方重型汽车股份有限公司 上市 600262 上海证券交易所 主板 600262.SH
638 "*ST 景谷" 云南景谷林业股份有限公司 上市 600265 上海证券交易所 主板 600265.SH
639 城建发展 北京城建投资发展股份有限公司 上市 600266 上海证券交易所 主板 600266.SH
640 海正药业 浙江海正药业股份有限公司 上市 600267 上海证券交易所 主板 600267.SH
641 国电南自 国电南京自动化股份有限公司 上市 600268 上海证券交易所 主板 600268.SH
642 赣粤高速 江西赣粤高速公路股份有限公司 上市 600269 上海证券交易所 主板 600269.SH
643 航天信息 航天信息股份有限公司 上市 600271 上海证券交易所 主板 600271.SH
644 开开实业 上海开开实业股份有限公司 上市 600272 上海证券交易所 主板 600272.SH
645 嘉化能源 浙江嘉化能源化工股份有限公司 上市 600273 上海证券交易所 主板 600273.SH
646 "*ST 昌鱼" 湖北武昌鱼股份有限公司 上市 600275 上海证券交易所 主板 600275.SH
647 恒瑞医药 江苏恒瑞医药股份有限公司 上市 600276 上海证券交易所 主板 600276.SH
648 亿利洁能 亿利洁能股份有限公司 上市 600277 上海证券交易所 主板 600277.SH
649 东方创业 东方国际创业股份有限公司 上市 600278 上海证券交易所 主板 600278.SH
650 "重 庆 港" 重庆港股份有限公司 上市 600279 上海证券交易所 主板 600279.SH
651 中央商场 南京中央商场(集团)股份有限公司 上市 600280 上海证券交易所 主板 600280.SH
652 浩物股份 四川浩物机电股份有限公司 上市 000757 深圳证券交易所 主板 000757.SZ
653 中色股份 中国有色金属建设股份有限公司 上市 000758 深圳证券交易所 主板 000758.SZ
654 中百集团 中百控股集团股份有限公司 上市 000759 深圳证券交易所 主板 000759.SZ
655 本钢板材 本钢板材股份有限公司 上市 000761 深圳证券交易所 主板 000761.SZ
656 西藏矿业 西藏矿业发展股份有限公司 上市 000762 深圳证券交易所 主板 000762.SZ
657 通化金马 通化金马药业集团股份有限公司 上市 000766 深圳证券交易所 主板 000766.SZ
658 晋控电力 晋能控股山西电力股份有限公司 上市 000767 深圳证券交易所 主板 000767.SZ
659 中航西飞 中航西安飞机工业集团股份有限公司 上市 000768 深圳证券交易所 主板 000768.SZ
660 广发证券 广发证券股份有限公司 上市 000776 深圳证券交易所 主板 000776.SZ
661 中核科技 中核苏阀科技实业股份有限公司 上市 000777 深圳证券交易所 主板 000777.SZ
662 新兴铸管 新兴铸管股份有限公司 上市 000778 深圳证券交易所 主板 000778.SZ
663 "甘 咨 询" 甘肃工程咨询集团股份有限公司 上市 000779 深圳证券交易所 主板 000779.SZ
664 "ST 平 能" 内蒙古平庄能源股份有限公司 上市 000780 深圳证券交易所 主板 000780.SZ
665 美达股份 广东新会美达锦纶股份有限公司 上市 000782 深圳证券交易所 主板 000782.SZ
666 长江证券 长江证券股份有限公司 上市 000783 深圳证券交易所 主板 000783.SZ
667 居然之家 居然之家新零售集团股份有限公司 上市 000785 深圳证券交易所 主板 000785.SZ
668 北新建材 北新集团建材股份有限公司 上市 000786 深圳证券交易所 主板 000786.SZ
669 北大医药 北大医药股份有限公司 上市 000788 深圳证券交易所 主板 000788.SZ
670 "万 年 青" 江西万年青水泥股份有限公司 上市 000789 深圳证券交易所 主板 000789.SZ
671 华神科技 成都华神科技集团股份有限公司 上市 000790 深圳证券交易所 主板 000790.SZ
672 甘肃电投 甘肃电投能源发展股份有限公司 上市 000791 深圳证券交易所 主板 000791.SZ
673 盐湖股份 青海盐湖工业股份有限公司 上市 000792 深圳证券交易所 主板 000792.SZ
674 华闻集团 华闻传媒投资集团股份有限公司 上市 000793 深圳证券交易所 主板 000793.SZ
675 "英 洛 华" 英洛华科技股份有限公司 上市 000795 深圳证券交易所 主板 000795.SZ
676 凯撒旅业 凯撒同盛发展股份有限公司 上市 000796 深圳证券交易所 主板 000796.SZ
677 中国武夷 中国武夷实业股份有限公司 上市 000797 深圳证券交易所 主板 000797.SZ
678 中水渔业 中水集团远洋股份有限公司 上市 000798 深圳证券交易所 主板 000798.SZ
679 "酒 鬼 酒" 酒鬼酒股份有限公司 上市 000799 深圳证券交易所 主板 000799.SZ
680 一汽解放 一汽解放集团股份有限公司 上市 000800 深圳证券交易所 主板 000800.SZ
681 四川九洲 四川九洲电器股份有限公司 上市 000801 深圳证券交易所 主板 000801.SZ
682 "ST 北 文" 北京京西文化旅游股份有限公司 上市 000802 深圳证券交易所 主板 000802.SZ
683 北清环能 北清环能集团股份有限公司 上市 000803 深圳证券交易所 主板 000803.SZ
684 "ST 银 河" 北海银河生物产业投资股份有限公司 上市 000806 深圳证券交易所 主板 000806.SZ
685 云铝股份 云南铝业股份有限公司 上市 000807 深圳证券交易所 主板 000807.SZ
686 铁岭新城 铁岭新城投资控股(集团)股份有限公司 上市 000809 深圳证券交易所 主板 000809.SZ
687 创维数字 创维数字股份有限公司 上市 000810 深圳证券交易所 主板 000810.SZ
688 冰轮环境 冰轮环境技术股份有限公司 上市 000811 深圳证券交易所 主板 000811.SZ
689 陕西金叶 陕西金叶科教集团股份有限公司 上市 000812 深圳证券交易所 主板 000812.SZ
690 德展健康 德展大健康股份有限公司 上市 000813 深圳证券交易所 主板 000813.SZ
691 "美 利 云" 中冶美利云产业投资股份有限公司 上市 000815 深圳证券交易所 主板 000815.SZ
692 智慧农业 江苏农华智慧农业科技股份有限公司 上市 000816 深圳证券交易所 主板 000816.SZ
693 航锦科技 航锦科技股份有限公司 上市 000818 深圳证券交易所 主板 000818.SZ
694 岳阳兴长 岳阳兴长石化股份有限公司 上市 000819 深圳证券交易所 主板 000819.SZ
695 "*ST 节能" 神雾节能股份有限公司 上市 000820 深圳证券交易所 主板 000820.SZ
696 京山轻机 湖北京山轻工机械股份有限公司 上市 000821 深圳证券交易所 主板 000821.SZ
697 山东海化 山东海化股份有限公司 上市 000822 深圳证券交易所 主板 000822.SZ
698 超声电子 广东汕头超声电子股份有限公司 上市 000823 深圳证券交易所 主板 000823.SZ
699 太钢不锈 山西太钢不锈钢股份有限公司 上市 000825 深圳证券交易所 主板 000825.SZ
700 启迪环境 启迪环境科技发展股份有限公司 上市 000826 深圳证券交易所 主板 000826.SZ
701 东莞控股 东莞发展控股股份有限公司 上市 000828 深圳证券交易所 主板 000828.SZ
702 天音控股 天音通信控股股份有限公司 上市 000829 深圳证券交易所 主板 000829.SZ
703 鲁西化工 鲁西化工集团股份有限公司 上市 000830 深圳证券交易所 主板 000830.SZ
704 五矿稀土 五矿稀土股份有限公司 上市 000831 深圳证券交易所 主板 000831.SZ
705 粤桂股份 广西粤桂广业控股股份有限公司 上市 000833 深圳证券交易所 主板 000833.SZ
706 "*ST 长动" 长城国际动漫游戏股份有限公司 上市 000835 深圳证券交易所 主板 000835.SZ
707 富通信息 天津富通信息科技股份有限公司 上市 000836 深圳证券交易所 主板 000836.SZ
708 秦川机床 秦川机床工具集团股份公司 上市 000837 深圳证券交易所 主板 000837.SZ
709 财信发展 财信地产发展集团股份有限公司 上市 000838 深圳证券交易所 主板 000838.SZ
710 中信国安 中信国安信息产业股份有限公司 上市 000839 深圳证券交易所 主板 000839.SZ
711 承德露露 河北承德露露股份有限公司 上市 000848 深圳证券交易所 主板 000848.SZ
712 华茂股份 安徽华茂纺织股份有限公司 上市 000850 深圳证券交易所 主板 000850.SZ
713 高鸿股份 大唐高鸿数据网络技术股份有限公司 上市 000851 深圳证券交易所 主板 000851.SZ
714 石化机械 中石化石油机械股份有限公司 上市 000852 深圳证券交易所 主板 000852.SZ
715 冀东装备 唐山冀东装备工程股份有限公司 上市 000856 深圳证券交易所 主板 000856.SZ
716 "五 粮 液" 宜宾五粮液股份有限公司 上市 000858 深圳证券交易所 主板 000858.SZ
717 国风塑业 安徽国风塑业股份有限公司 上市 000859 深圳证券交易所 主板 000859.SZ
718 顺鑫农业 北京顺鑫农业股份有限公司 上市 000860 深圳证券交易所 主板 000860.SZ
719 海印股份 广东海印集团股份有限公司 上市 000861 深圳证券交易所 主板 000861.SZ
720 银星能源 宁夏银星能源股份有限公司 上市 000862 深圳证券交易所 主板 000862.SZ
721 三湘印象 三湘印象股份有限公司 上市 000863 深圳证券交易所 主板 000863.SZ
722 "东 阳 光" 广东东阳光科技控股股份有限公司 上市 600673 上海证券交易所 主板 600673.SH
723 川投能源 四川川投能源股份有限公司 上市 600674 上海证券交易所 主板 600674.SH
724 中华企业 中华企业股份有限公司 上市 600675 上海证券交易所 主板 600675.SH
725 交运股份 上海交运集团股份有限公司 上市 600676 上海证券交易所 主板 600676.SH
726 四川金顶 四川金顶(集团)股份有限公司 上市 600678 上海证券交易所 主板 600678.SH
727 上海凤凰 上海凤凰企业(集团)股份有限公司 上市 600679 上海证券交易所 主板 600679.SH
728 百川能源 百川能源股份有限公司 上市 600681 上海证券交易所 主板 600681.SH
729 南京新百 南京新街口百货商店股份有限公司 上市 600682 上海证券交易所 主板 600682.SH
730 京投发展 京投发展股份有限公司 上市 600683 上海证券交易所 主板 600683.SH
731 珠江股份 广州珠江发展集团股份有限公司 上市 600684 上海证券交易所 主板 600684.SH
732 中船防务 中船海洋与防务装备股份有限公司 上市 600685 上海证券交易所 主板 600685.SH
733 金龙汽车 厦门金龙汽车集团股份有限公司 上市 600686 上海证券交易所 主板 600686.SH
734 上海石化 中国石化上海石油化工股份有限公司 上市 600688 上海证券交易所 主板 600688.SH
735 上海三毛 上海三毛企业(集团)股份有限公司 上市 600689 上海证券交易所 主板 600689.SH
736 海尔智家 海尔智家股份有限公司 上市 600690 上海证券交易所 主板 600690.SH
737 阳煤化工 阳煤化工股份有限公司 上市 600691 上海证券交易所 主板 600691.SH
738 亚通股份 上海亚通股份有限公司 上市 600692 上海证券交易所 主板 600692.SH
739 东百集团 福建东百集团股份有限公司 上市 600693 上海证券交易所 主板 600693.SH
740 大商股份 大商股份有限公司 上市 600694 上海证券交易所 主板 600694.SH
741 "*ST 绿庭" 上海绿庭投资控股集团股份有限公司 上市 600695 上海证券交易所 主板 600695.SH
742 岩石股份 上海贵酒股份有限公司 上市 600696 上海证券交易所 主板 600696.SH
743 欧亚集团 长春欧亚集团股份有限公司 上市 600697 上海证券交易所 主板 600697.SH
744 湖南天雁 湖南天雁机械股份有限公司 上市 600698 上海证券交易所 主板 600698.SH
745 均胜电子 宁波均胜电子股份有限公司 上市 600699 上海证券交易所 主板 600699.SH
746 舍得酒业 舍得酒业股份有限公司 上市 600702 上海证券交易所 主板 600702.SH
747 三安光电 三安光电股份有限公司 上市 600703 上海证券交易所 主板 600703.SH
748 物产中大 物产中大集团股份有限公司 上市 600704 上海证券交易所 主板 600704.SH
749 中航产融 中航工业产融控股股份有限公司 上市 600705 上海证券交易所 主板 600705.SH
750 曲江文旅 西安曲江文化旅游股份有限公司 上市 600706 上海证券交易所 主板 600706.SH
751 彩虹股份 彩虹显示器件股份有限公司 上市 600707 上海证券交易所 主板 600707.SH
752 光明地产 光明房地产集团股份有限公司 上市 600708 上海证券交易所 主板 600708.SH
753 "苏 美 达" 苏美达股份有限公司 上市 600710 上海证券交易所 主板 600710.SH
754 盛屯矿业 盛屯矿业集团股份有限公司 上市 600711 上海证券交易所 主板 600711.SH
755 南宁百货 南宁百货大楼股份有限公司 上市 600712 上海证券交易所 主板 600712.SH
756 南京医药 南京医药股份有限公司 上市 600713 上海证券交易所 主板 600713.SH
757 金瑞矿业 青海金瑞矿业发展股份有限公司 上市 600714 上海证券交易所 主板 600714.SH
758 文投控股 文投控股股份有限公司 上市 600715 上海证券交易所 主板 600715.SH
759 凤凰股份 江苏凤凰置业投资股份有限公司 上市 600716 上海证券交易所 主板 600716.SH
760 "天 津 港" 天津港股份有限公司 上市 600717 上海证券交易所 主板 600717.SH
761 东软集团 东软集团股份有限公司 上市 600718 上海证券交易所 主板 600718.SH
762 大连热电 大连热电股份有限公司 上市 600719 上海证券交易所 主板 600719.SH
763 "祁 连 山" 甘肃祁连山水泥集团股份有限公司 上市 600720 上海证券交易所 主板 600720.SH
764 "*ST 百花" 新疆百花村医药集团股份有限公司 上市 600721 上海证券交易所 主板 600721.SH
765 金牛化工 河北金牛化工股份有限公司 上市 600722 上海证券交易所 主板 600722.SH
766 宁波富达 宁波富达股份有限公司 上市 600724 上海证券交易所 主板 600724.SH
767 云维股份 云南云维股份有限公司 上市 600725 上海证券交易所 主板 600725.SH
768 华电能源 华电能源股份有限公司 上市 600726 上海证券交易所 主板 600726.SH
769 鲁北化工 山东鲁北化工股份有限公司 上市 600727 上海证券交易所 主板 600727.SH
770 佳都科技 佳都科技集团股份有限公司 上市 600728 上海证券交易所 主板 600728.SH
771 重庆百货 重庆百货大楼股份有限公司 上市 600729 上海证券交易所 主板 600729.SH
772 中国高科 中国高科集团股份有限公司 上市 600730 上海证券交易所 主板 600730.SH
773 湖南海利 湖南海利化工股份有限公司 上市 600731 上海证券交易所 主板 600731.SH
774 爱旭股份 上海爱旭新能源股份有限公司 上市 600732 上海证券交易所 主板 600732.SH
775 北汽蓝谷 北汽蓝谷新能源科技股份有限公司 上市 600733 上海证券交易所 主板 600733.SH
776 "*ST 实达" 福建实达集团股份有限公司 上市 600734 上海证券交易所 主板 600734.SH
777 "新 华 锦" 山东新华锦国际股份有限公司 上市 600735 上海证券交易所 主板 600735.SH
778 苏州高新 苏州新区高新技术产业股份有限公司 上市 600736 上海证券交易所 主板 600736.SH
779 中粮糖业 中粮糖业控股股份有限公司 上市 600737 上海证券交易所 主板 600737.SH
780 丽尚国潮 兰州丽尚国潮实业集团股份有限公司 上市 600738 上海证券交易所 主板 600738.SH
781 辽宁成大 辽宁成大股份有限公司 上市 600739 上海证券交易所 主板 600739.SH
782 山西焦化 山西焦化股份有限公司 上市 600740 上海证券交易所 主板 600740.SH
783 华域汽车 华域汽车系统股份有限公司 上市 600741 上海证券交易所 主板 600741.SH
784 一汽富维 长春一汽富维汽车零部件股份有限公司 上市 600742 上海证券交易所 主板 600742.SH
785 华远地产 华远地产股份有限公司 上市 600743 上海证券交易所 主板 600743.SH
786 华银电力 大唐华银电力股份有限公司 上市 600744 上海证券交易所 主板 600744.SH
787 闻泰科技 闻泰科技股份有限公司 上市 600745 上海证券交易所 主板 600745.SH
788 江苏索普 江苏索普化工股份有限公司 上市 600746 上海证券交易所 主板 600746.SH
789 上实发展 上海实业发展股份有限公司 上市 600748 上海证券交易所 主板 600748.SH
790 西藏旅游 西藏旅游股份有限公司 上市 600749 上海证券交易所 主板 600749.SH
791 江中药业 江中药业股份有限公司 上市 600750 上海证券交易所 主板 600750.SH
792 海航科技 海航科技股份有限公司 上市 600751 上海证券交易所 主板 600751.SH
793 华阳新材 山西华阳新材料股份有限公司 上市 600281 上海证券交易所 主板 600281.SH
794 南钢股份 南京钢铁股份有限公司 上市 600282 上海证券交易所 主板 600282.SH
795 钱江水利 钱江水利开发股份有限公司 上市 600283 上海证券交易所 主板 600283.SH
796 浦东建设 上海浦东建设股份有限公司 上市 600284 上海证券交易所 主板 600284.SH
797 羚锐制药 河南羚锐制药股份有限公司 上市 600285 上海证券交易所 主板 600285.SH
798 江苏舜天 江苏舜天股份有限公司 上市 600287 上海证券交易所 主板 600287.SH
799 大恒科技 大恒新纪元科技股份有限公司 上市 600288 上海证券交易所 主板 600288.SH
800 "ST 信 通" 亿阳信通股份有限公司 上市 600289 上海证券交易所 主板 600289.SH
801 "ST 华 仪" 华仪电气股份有限公司 上市 600290 上海证券交易所 主板 600290.SH
802 "*ST 西水" 内蒙古西水创业股份有限公司 上市 600291 上海证券交易所 主板 600291.SH
803 远达环保 国家电投集团远达环保股份有限公司 上市 600292 上海证券交易所 主板 600292.SH
804 三峡新材 湖北三峡新型建材股份有限公司 上市 600293 上海证券交易所 主板 600293.SH
805 鄂尔多斯 内蒙古鄂尔多斯资源股份有限公司 上市 600295 上海证券交易所 主板 600295.SH
806 广汇汽车 广汇汽车服务集团股份公司 上市 600297 上海证券交易所 主板 600297.SH
807 安琪酵母 安琪酵母股份有限公司 上市 600298 上海证券交易所 主板 600298.SH
808 "安 迪 苏" 蓝星安迪苏股份有限公司 上市 600299 上海证券交易所 主板 600299.SH
809 "ST 维 维" 维维食品饮料股份有限公司 上市 600300 上海证券交易所 主板 600300.SH
810 "*ST 南化" 南宁化工股份有限公司 上市 600301 上海证券交易所 主板 600301.SH
811 标准股份 西安标准工业股份有限公司 上市 600302 上海证券交易所 主板 600302.SH
812 曙光股份 辽宁曙光汽车集团股份有限公司 上市 600303 上海证券交易所 主板 600303.SH
813 恒顺醋业 江苏恒顺醋业股份有限公司 上市 600305 上海证券交易所 主板 600305.SH
814 "*ST 商城" 沈阳商业城股份有限公司 上市 600306 上海证券交易所 主板 600306.SH
815 酒钢宏兴 甘肃酒钢集团宏兴钢铁股份有限公司 上市 600307 上海证券交易所 主板 600307.SH
816 华泰股份 山东华泰纸业股份有限公司 上市 600308 上海证券交易所 主板 600308.SH
817 万华化学 万华化学集团股份有限公司 上市 600309 上海证券交易所 主板 600309.SH
818 桂东电力 广西桂东电力股份有限公司 上市 600310 上海证券交易所 主板 600310.SH
819 "ST 荣 华" 甘肃荣华实业(集团)股份有限公司 上市 600311 上海证券交易所 主板 600311.SH
820 平高电气 河南平高电气股份有限公司 上市 600312 上海证券交易所 主板 600312.SH
821 农发种业 中农发种业集团股份有限公司 上市 600313 上海证券交易所 主板 600313.SH
822 上海家化 上海家化联合股份有限公司 上市 600315 上海证券交易所 主板 600315.SH
823 洪都航空 江西洪都航空工业股份有限公司 上市 600316 上海证券交易所 主板 600316.SH
824 新力金融 安徽新力金融股份有限公司 上市 600318 上海证券交易所 主板 600318.SH
825 "*ST 亚星" 潍坊亚星化学股份有限公司 上市 600319 上海证券交易所 主板 600319.SH
826 振华重工 上海振华重工(集团)股份有限公司 上市 600320 上海证券交易所 主板 600320.SH
827 正源股份 正源控股股份有限公司 上市 600321 上海证券交易所 主板 600321.SH
828 天房发展 天津市房地产发展(集团)股份有限公司 上市 600322 上海证券交易所 主板 600322.SH
829 瀚蓝环境 瀚蓝环境股份有限公司 上市 600323 上海证券交易所 主板 600323.SH
830 华发股份 珠海华发实业股份有限公司 上市 600325 上海证券交易所 主板 600325.SH
831 西藏天路 西藏天路股份有限公司 上市 600326 上海证券交易所 主板 600326.SH
832 "大 东 方" 无锡商业大厦大东方股份有限公司 上市 600327 上海证券交易所 主板 600327.SH
833 中盐化工 中盐内蒙古化工股份有限公司 上市 600328 上海证券交易所 主板 600328.SH
834 中新药业 天津中新药业集团股份有限公司 上市 600329 上海证券交易所 主板 600329.SH
835 天通股份 天通控股股份有限公司 上市 600330 上海证券交易所 主板 600330.SH
836 宏达股份 四川宏达股份有限公司 上市 600331 上海证券交易所 主板 600331.SH
837 "白 云 山" 广州白云山医药集团股份有限公司 上市 600332 上海证券交易所 主板 600332.SH
838 长春燃气 长春燃气股份有限公司 上市 600333 上海证券交易所 主板 600333.SH
839 国机汽车 国机汽车股份有限公司 上市 600335 上海证券交易所 主板 600335.SH
840 "澳 柯 玛" 澳柯玛股份有限公司 上市 600336 上海证券交易所 主板 600336.SH
841 美克家居 美克国际家居用品股份有限公司 上市 600337 上海证券交易所 主板 600337.SH
842 西藏珠峰 西藏珠峰资源股份有限公司 上市 600338 上海证券交易所 主板 600338.SH
843 中油工程 中国石油集团工程股份有限公司 上市 600339 上海证券交易所 主板 600339.SH
844 华夏幸福 华夏幸福基业股份有限公司 上市 600340 上海证券交易所 主板 600340.SH
845 航天动力 陕西航天动力高科技股份有限公司 上市 600343 上海证券交易所 主板 600343.SH
846 长江通信 武汉长江通信产业集团股份有限公司 上市 600345 上海证券交易所 主板 600345.SH
847 恒力石化 恒力石化股份有限公司 上市 600346 上海证券交易所 主板 600346.SH
848 华阳股份 山西华阳集团新能股份有限公司 上市 600348 上海证券交易所 主板 600348.SH
849 山东高速 山东高速股份有限公司 上市 600350 上海证券交易所 主板 600350.SH
850 亚宝药业 亚宝药业集团股份有限公司 上市 600351 上海证券交易所 主板 600351.SH
851 浙江龙盛 浙江龙盛集团股份有限公司 上市 600352 上海证券交易所 主板 600352.SH
852 旭光电子 成都旭光电子股份有限公司 上市 600353 上海证券交易所 主板 600353.SH
853 敦煌种业 甘肃省敦煌种业集团股份有限公司 上市 600354 上海证券交易所 主板 600354.SH
854 精伦电子 精伦电子股份有限公司 上市 600355 上海证券交易所 主板 600355.SH
855 恒丰纸业 牡丹江恒丰纸业股份有限公司 上市 600356 上海证券交易所 主板 600356.SH
856 国旅联合 国旅联合股份有限公司 上市 600358 上海证券交易所 主板 600358.SH
857 新农开发 新疆塔里木农业综合开发股份有限公司 上市 600359 上海证券交易所 主板 600359.SH
858 华微电子 吉林华微电子股份有限公司 上市 600360 上海证券交易所 主板 600360.SH
859 华联综超 北京华联综合超市股份有限公司 上市 600361 上海证券交易所 主板 600361.SH
860 江西铜业 江西铜业股份有限公司 上市 600362 上海证券交易所 主板 600362.SH
861 联创光电 江西联创光电科技股份有限公司 上市 600363 上海证券交易所 主板 600363.SH
862 "ST 通 葡" 通化葡萄酒股份有限公司 上市 600365 上海证券交易所 主板 600365.SH
863 宁波韵升 宁波韵升股份有限公司 上市 600366 上海证券交易所 主板 600366.SH
864 红星发展 贵州红星发展股份有限公司 上市 600367 上海证券交易所 主板 600367.SH
865 五洲交通 广西五洲交通股份有限公司 上市 600368 上海证券交易所 主板 600368.SH
866 西南证券 西南证券股份有限公司 上市 600369 上海证券交易所 主板 600369.SH
867 "三 房 巷" 江苏三房巷聚材股份有限公司 上市 600370 上海证券交易所 主板 600370.SH
868 万向德农 万向德农股份有限公司 上市 600371 上海证券交易所 主板 600371.SH
869 中航电子 中航航空电子系统股份有限公司 上市 600372 上海证券交易所 主板 600372.SH
870 安凯客车 安徽安凯汽车股份有限公司 上市 000868 深圳证券交易所 主板 000868.SZ
871 "张  裕Ａ" 烟台张裕葡萄酿酒股份有限公司 上市 000869 深圳证券交易所 主板 000869.SZ
872 吉电股份 吉林电力股份有限公司 上市 000875 深圳证券交易所 主板 000875.SZ
873 "新 希 望" 新希望六和股份有限公司 上市 000876 深圳证券交易所 主板 000876.SZ
874 天山股份 新疆天山水泥股份有限公司 上市 000877 深圳证券交易所 主板 000877.SZ
875 云南铜业 云南铜业股份有限公司 上市 000878 深圳证券交易所 主板 000878.SZ
876 潍柴重机 潍柴重机股份有限公司 上市 000880 深圳证券交易所 主板 000880.SZ
877 中广核技 中广核核技术发展股份有限公司 上市 000881 深圳证券交易所 主板 000881.SZ
878 华联股份 北京华联商厦股份有限公司 上市 000882 深圳证券交易所 主板 000882.SZ
879 湖北能源 湖北能源集团股份有限公司 上市 000883 深圳证券交易所 主板 000883.SZ
880 城发环境 城发环境股份有限公司 上市 000885 深圳证券交易所 主板 000885.SZ
881 海南高速 海南高速公路股份有限公司 上市 000886 深圳证券交易所 主板 000886.SZ
882 中鼎股份 安徽中鼎密封件股份有限公司 上市 000887 深圳证券交易所 主板 000887.SZ
883 峨眉山Ａ 峨眉山旅游股份有限公司 上市 000888 深圳证券交易所 主板 000888.SZ
884 中嘉博创 中嘉博创信息技术股份有限公司 上市 000889 深圳证券交易所 主板 000889.SZ
885 "法 尔 胜" 江苏法尔胜股份有限公司 上市 000890 深圳证券交易所 主板 000890.SZ
886 欢瑞世纪 欢瑞世纪联合股份有限公司 上市 000892 深圳证券交易所 主板 000892.SZ
887 亚钾国际 亚钾国际投资(广州)股份有限公司 上市 000893 深圳证券交易所 主板 000893.SZ
888 双汇发展 河南双汇投资发展股份有限公司 上市 000895 深圳证券交易所 主板 000895.SZ
889 豫能控股 河南豫能控股股份有限公司 上市 001896 深圳证券交易所 主板 001896.SZ
890 津滨发展 天津津滨发展股份有限公司 上市 000897 深圳证券交易所 主板 000897.SZ
891 鞍钢股份 鞍钢股份有限公司 上市 000898 深圳证券交易所 主板 000898.SZ
892 赣能股份 江西赣能股份有限公司 上市 000899 深圳证券交易所 主板 000899.SZ
893 现代投资 现代投资股份有限公司 上市 000900 深圳证券交易所 主板 000900.SZ
894 航天科技 航天科技控股集团股份有限公司 上市 000901 深圳证券交易所 主板 000901.SZ
895 "新 洋 丰" 新洋丰农业科技股份有限公司 上市 000902 深圳证券交易所 主板 000902.SZ
896 云内动力 昆明云内动力股份有限公司 上市 000903 深圳证券交易所 主板 000903.SZ
897 厦门港务 厦门港务发展股份有限公司 上市 000905 深圳证券交易所 主板 000905.SZ
898 浙商中拓 浙商中拓集团股份有限公司 上市 000906 深圳证券交易所 主板 000906.SZ
899 景峰医药 湖南景峰医药股份有限公司 上市 000908 深圳证券交易所 主板 000908.SZ
900 数源科技 数源科技股份有限公司 上市 000909 深圳证券交易所 主板 000909.SZ
901 大亚圣象 大亚圣象家居股份有限公司 上市 000910 深圳证券交易所 主板 000910.SZ
902 南宁糖业 南宁糖业股份有限公司 上市 000911 深圳证券交易所 主板 000911.SZ
